Table of integrated summer insolation. 
The name of the file indicates the latitude. 
Rows correspond to time and columns to diurnal average insolation thresholds. 
Time (kilayears before present) is indicated in the first column and thresholds (W/m^2) in the first row. 

Peter Huybers, Harvard University, 2006.  (phuybers@fas.harvard.edu)


  NaN     0    25    50    75   100   125   150   175   200   225   250   275   300   325   350   375   400   425   450   475   500   525   550   575   600
    0 7.439 7.394 7.236 7.096 6.946 6.785 6.610 6.418 6.214 5.992 5.752 5.495 5.217 4.912 4.582 4.222 3.817 3.360 2.827 2.167 1.184 0.000 0.000 0.000 0.000
    1 7.446 7.396 7.244 7.105 6.957 6.796 6.622 6.433 6.229 6.008 5.770 5.517 5.238 4.939 4.609 4.252 3.854 3.404 2.879 2.231 1.311 0.000 0.000 0.000 0.000
    2 7.454 7.400 7.253 7.116 6.969 6.809 6.636 6.446 6.244 6.024 5.788 5.532 5.254 4.957 4.630 4.273 3.871 3.425 2.903 2.264 1.352 0.000 0.000 0.000 0.000
    3 7.461 7.404 7.261 7.126 6.981 6.822 6.648 6.462 6.256 6.038 5.800 5.546 5.268 4.965 4.638 4.278 3.879 3.427 2.901 2.253 1.325 0.000 0.000 0.000 0.000
    4 7.468 7.410 7.271 7.137 6.993 6.834 6.661 6.475 6.271 6.052 5.814 5.556 5.275 4.970 4.641 4.274 3.872 3.409 2.872 2.204 1.259 0.000 0.000 0.000 0.000
    5 7.474 7.415 7.279 7.148 7.005 6.847 6.675 6.487 6.283 6.061 5.823 5.562 5.279 4.971 4.635 4.263 3.847 3.373 2.821 2.117 1.070 0.000 0.000 0.000 0.000
    6 7.479 7.421 7.288 7.158 7.016 6.858 6.686 6.500 6.294 6.072 5.830 5.567 5.281 4.965 4.621 4.239 3.817 3.329 2.742 1.998 0.738 0.000 0.000 0.000 0.000
    7 7.484 7.426 7.294 7.166 7.025 6.870 6.698 6.510 6.304 6.080 5.836 5.569 5.278 4.957 4.607 4.215 3.777 3.267 2.654 1.846 0.000 0.000 0.000 0.000 0.000
    8 7.487 7.429 7.300 7.173 7.032 6.877 6.706 6.517 6.311 6.084 5.839 5.570 5.272 4.948 4.589 4.185 3.729 3.202 2.555 1.674 0.000 0.000 0.000 0.000 0.000
    9 7.488 7.432 7.304 7.177 7.038 6.883 6.712 6.523 6.316 6.090 5.840 5.565 5.267 4.935 4.567 4.157 3.688 3.139 2.458 1.497 0.000 0.000 0.000 0.000 0.000
